libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 2.104358 
Iteration  7760: accuracy_at_1 = 57.81%; accuracy_at_5 = 87.50%; loss = 1.606143  (1.405078 s/it)
Iteration  7770: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.727377  (1.406437 s/it)
Iteration  7780: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.985655  (1.404989 s/it)
Iteration  7790: accuracy_at_1 = 50.00%; accuracy_at_5 = 73.44%; loss = 1.941181  (1.404723 s/it)
Iteration  7800: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.627070  (1.405458 s/it)
Iteration  7810: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 1.922188  (1.405098 s/it)
Iteration  7820: accuracy_at_1 = 51.56%; accuracy_at_5 = 75.00%; loss = 1.899319  (1.406777 s/it)
Iteration  7830: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.391001  (1.407051 s/it)
Iteration  7840: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.779037  (1.405240 s/it)
Iteration  7850: accuracy_at_1 = 50.00%; accuracy_at_5 = 75.00%; loss = 1.929660  (1.405037 s/it)
Iteration  7860: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.572418  (1.405194 s/it)
Iteration  7870: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.792033  (1.405180 s/it)
Iteration  7880: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 1.995200  (1.405136 s/it)
Iteration  7890: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.532420  (1.405667 s/it)
Iteration  7900: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.705963  (1.407332 s/it)
Iteration  7910: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.965120  (1.405184 s/it)
Iteration  7920: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.886486  (1.405414 s/it)
Iteration  7930: accuracy_at_1 = 37.50%; accuracy_at_5 = 84.38%; loss = 2.021203  (1.406127 s/it)
Iteration  7940: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.719434  (1.404671 s/it)
Iteration  7950: accuracy_at_1 = 42.19%; accuracy_at_5 = 82.81%; loss = 1.660385  (1.405446 s/it)
Iteration  7960: accuracy_at_1 = 59.38%; accuracy_at_5 = 87.50%; loss = 1.522173  (1.405553 s/it)
Iteration  7970: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.647909  (1.405629 s/it)
Iteration  7980: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.578505  (1.404787 s/it)
Iteration  7990: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 2.083361  (1.405403 s/it)
Iteration  8000: accuracy_at_1 = 56.25%; accuracy_at_5 = 76.56%; loss = 1.846441  (1.406148 s/it)
Iteration  8010: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.802083  (1.404586 s/it)
Iteration  8020: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 2.131336  (1.405714 s/it)
Iteration  8030: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.392431  (1.406810 s/it)
Iteration  8040: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.816992  (1.406033 s/it)
Iteration  8050: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.688787  (1.407081 s/it)
Iteration  8060: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 1.822124  (1.407734 s/it)
Iteration  8070: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.608181  (1.406828 s/it)
Iteration  8080: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.858253  (1.405594 s/it)
Iteration  8090: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.779511  (1.406801 s/it)
Iteration  8100: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.525790  (1.405507 s/it)
Iteration  8110: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.898994  (1.405417 s/it)
Iteration  8120: accuracy_at_1 = 54.69%; accuracy_at_5 = 85.94%; loss = 1.607259  (1.406046 s/it)
Iteration  8130: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.859128  (1.406042 s/it)
Iteration  8140: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.630315  (1.406094 s/it)
Iteration  8150: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 1.723144  (1.405777 s/it)
Iteration  8160: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.590616  (1.407438 s/it)
Iteration  8170: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.935408  (1.405436 s/it)
Iteration  8180: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.660806  (1.404973 s/it)
Iteration  8190: accuracy_at_1 = 48.44%; accuracy_at_5 = 68.75%; loss = 1.960917  (1.405885 s/it)
Iteration  8200: accuracy_at_1 = 57.81%; accuracy_at_5 = 73.44%; loss = 1.715428  (1.405500 s/it)
Iteration  8210: accuracy_at_1 = 62.50%; accuracy_at_5 = 90.62%; loss = 1.362343  (1.406323 s/it)
Iteration  8220: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.401620  (1.405817 s/it)
Iteration  8230: accuracy_at_1 = 62.50%; accuracy_at_5 = 85.94%; loss = 1.482709  (1.405140 s/it)
Iteration  8240: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.694552  (1.405052 s/it)
Iteration  8250: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.760942  (1.405764 s/it)
Iteration  8260: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.594916  (1.405219 s/it)
Iteration  8270: accuracy_at_1 = 56.25%; accuracy_at_5 = 76.56%; loss = 1.637502  (1.405671 s/it)
Iteration  8280: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.696557  (1.407669 s/it)
Iteration  8290: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.711665  (1.406615 s/it)
Iteration  8300: accuracy_at_1 = 56.25%; accuracy_at_5 = 73.44%; loss = 1.710031  (1.405522 s/it)
Iteration  8310: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.605034  (1.408510 s/it)
Iteration  8320: accuracy_at_1 = 57.81%; accuracy_at_5 = 76.56%; loss = 1.519129  (1.407449 s/it)
Iteration  8330: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.727989  (1.405565 s/it)
Iteration  8340: accuracy_at_1 = 60.94%; accuracy_at_5 = 82.81%; loss = 1.606853  (1.405451 s/it)
Iteration  8350: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.603741  (1.406015 s/it)
Iteration  8360: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.590549  (1.405431 s/it)
Iteration  8370: accuracy_at_1 = 57.81%; accuracy_at_5 = 76.56%; loss = 1.925954  (1.405625 s/it)
Iteration  8380: accuracy_at_1 = 67.19%; accuracy_at_5 = 92.19%; loss = 1.473540  (1.405983 s/it)
Iteration  8390: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.750072  (1.404968 s/it)
Iteration  8400: accuracy_at_1 = 59.38%; accuracy_at_5 = 85.94%; loss = 1.526907  (1.404907 s/it)
Iteration  8410: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.733350  (1.405898 s/it)
Iteration  8420: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.539182  (1.406043 s/it)
Iteration  8430: accuracy_at_1 = 48.44%; accuracy_at_5 = 85.94%; loss = 1.695244  (1.405522 s/it)
Iteration  8440: accuracy_at_1 = 54.69%; accuracy_at_5 = 73.44%; loss = 1.742506  (1.405905 s/it)
Iteration  8450: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.580564  (1.405956 s/it)
Iteration  8460: accuracy_at_1 = 57.81%; accuracy_at_5 = 90.62%; loss = 1.571713  (1.404887 s/it)
Iteration  8470: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 2.018300  (1.406414 s/it)
Iteration  8480: accuracy_at_1 = 54.69%; accuracy_at_5 = 87.50%; loss = 1.579885  (1.405832 s/it)
Iteration  8490: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.606125  (1.405536 s/it)
Iteration  8500: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.695123  (1.406374 s/it)
Iteration  8510: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 1.932603  (1.406161 s/it)
Iteration  8520: accuracy_at_1 = 64.06%; accuracy_at_5 = 85.94%; loss = 1.508510  (1.405645 s/it)
Iteration  8530: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 2.054209  (1.405854 s/it)
Iteration  8540: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.668603  (1.406569 s/it)
Iteration  8550: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.694714  (1.406889 s/it)
Iteration  8560: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.664493  (1.405778 s/it)
Iteration  8570: accuracy_at_1 = 34.38%; accuracy_at_5 = 70.31%; loss = 2.223476  (1.406208 s/it)
Iteration  8580: accuracy_at_1 = 62.50%; accuracy_at_5 = 81.25%; loss = 1.585510  (1.405414 s/it)
Iteration  8590: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.434830  (1.405167 s/it)
Iteration  8600: accuracy_at_1 = 67.19%; accuracy_at_5 = 82.81%; loss = 1.399489  (1.407254 s/it)
Iteration  8610: accuracy_at_1 = 40.62%; accuracy_at_5 = 81.25%; loss = 1.777293  (1.406299 s/it)
Iteration  8620: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.566755  (1.405556 s/it)
Iteration  8630: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.706198  (1.405611 s/it)
Iteration  8640: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.626560  (1.406218 s/it)
Iteration  8650: accuracy_at_1 = 50.00%; accuracy_at_5 = 90.62%; loss = 1.556854  (1.405068 s/it)
Iteration  8660: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.630587  (1.406318 s/it)
Iteration  8670: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.970928  (1.405113 s/it)
Iteration  8680: accuracy_at_1 = 64.06%; accuracy_at_5 = 87.50%; loss = 1.288201  (1.405684 s/it)
Iteration  8690: accuracy_at_1 = 54.69%; accuracy_at_5 = 87.50%; loss = 1.600116  (1.407945 s/it)
Iteration  8700: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.964234  (1.406124 s/it)
Iteration  8710: accuracy_at_1 = 42.19%; accuracy_at_5 = 79.69%; loss = 1.893798  (1.405265 s/it)
Iteration  8720: accuracy_at_1 = 62.50%; accuracy_at_5 = 84.38%; loss = 1.463212  (1.405996 s/it)
Iteration  8730: accuracy_at_1 = 51.56%; accuracy_at_5 = 89.06%; loss = 1.790552  (1.406423 s/it)
Iteration  8740: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.536685  (1.406423 s/it)
Iteration  8750: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.648898  (1.407529 s/it)
Iteration  8760: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.723426  (1.407151 s/it)
Iteration  8770: accuracy_at_1 = 64.06%; accuracy_at_5 = 87.50%; loss = 1.219842  (1.406456 s/it)
Iteration  8780: accuracy_at_1 = 39.06%; accuracy_at_5 = 81.25%; loss = 1.943265  (1.408314 s/it)
Iteration  8790: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 2.036897  (1.409157 s/it)
Iteration  8800: accuracy_at_1 = 57.81%; accuracy_at_5 = 90.62%; loss = 1.314006  (1.408587 s/it)
Iteration  8810: accuracy_at_1 = 42.19%; accuracy_at_5 = 85.94%; loss = 1.643498  (1.408168 s/it)
Iteration  8820: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.980878  (1.408789 s/it)
Iteration  8830: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.905758  (1.408382 s/it)
Iteration  8840: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.543373  (1.408550 s/it)
Iteration  8850: accuracy_at_1 = 43.75%; accuracy_at_5 = 87.50%; loss = 1.787221  (1.408534 s/it)
Iteration  8860: accuracy_at_1 = 48.44%; accuracy_at_5 = 85.94%; loss = 1.774639  (1.408976 s/it)
Iteration  8870: accuracy_at_1 = 35.94%; accuracy_at_5 = 75.00%; loss = 2.128358  (1.408746 s/it)
Iteration  8880: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.644989  (1.408061 s/it)
Iteration  8890: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.764129  (1.408521 s/it)
Iteration  8900: accuracy_at_1 = 64.06%; accuracy_at_5 = 90.62%; loss = 1.310794  (1.408590 s/it)
Iteration  8910: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.499622  (1.408068 s/it)
Iteration  8920: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.570590  (1.408141 s/it)
Iteration  8930: accuracy_at_1 = 67.19%; accuracy_at_5 = 89.06%; loss = 1.185535  (1.408723 s/it)
Iteration  8940: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.561754  (1.408556 s/it)
Iteration  8950: accuracy_at_1 = 59.38%; accuracy_at_5 = 92.19%; loss = 1.409297  (1.408872 s/it)
Iteration  8960: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.885463  (1.409279 s/it)
Iteration  8970: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.728203  (1.408250 s/it)
Iteration  8980: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.721653  (1.407560 s/it)
Iteration  8990: accuracy_at_1 = 60.94%; accuracy_at_5 = 90.62%; loss = 1.368189  (1.410472 s/it)
Iteration  9000: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.439323  (1.408503 s/it)
Iteration  9010: accuracy_at_1 = 68.75%; accuracy_at_5 = 90.62%; loss = 1.300813  (1.407845 s/it)
Iteration  9020: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.440273  (1.407343 s/it)
Iteration  9030: accuracy_at_1 = 56.25%; accuracy_at_5 = 87.50%; loss = 1.659028  (1.407074 s/it)
Iteration  9040: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.398490  (1.405936 s/it)
Iteration  9050: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.712073  (1.408342 s/it)
Iteration  9060: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 1.916434  (1.407801 s/it)
Iteration  9070: accuracy_at_1 = 57.81%; accuracy_at_5 = 92.19%; loss = 1.258447  (1.408202 s/it)
Iteration  9080: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.475618  (1.409182 s/it)
Iteration  9090: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.858040  (1.408115 s/it)
Iteration  9100: accuracy_at_1 = 68.75%; accuracy_at_5 = 82.81%; loss = 1.329146  (1.407226 s/it)
Iteration  9110: accuracy_at_1 = 53.12%; accuracy_at_5 = 90.62%; loss = 1.343624  (1.407905 s/it)
Iteration  9120: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.516998  (1.407662 s/it)
Iteration  9130: accuracy_at_1 = 54.69%; accuracy_at_5 = 87.50%; loss = 1.472490  (1.407848 s/it)
Iteration  9140: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.708520  (1.408043 s/it)
Iteration  9150: accuracy_at_1 = 65.62%; accuracy_at_5 = 87.50%; loss = 1.186006  (1.409505 s/it)
Iteration  9160: accuracy_at_1 = 60.94%; accuracy_at_5 = 89.06%; loss = 1.285540  (1.407585 s/it)
Iteration  9170: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.860655  (1.407481 s/it)
Iteration  9180: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.719268  (1.408079 s/it)
Iteration  9190: accuracy_at_1 = 62.50%; accuracy_at_5 = 89.06%; loss = 1.486021  (1.408370 s/it)
Iteration  9200: accuracy_at_1 = 65.62%; accuracy_at_5 = 84.38%; loss = 1.307413  (1.405895 s/it)
Iteration  9210: accuracy_at_1 = 56.25%; accuracy_at_5 = 93.75%; loss = 1.374374  (1.406192 s/it)
Iteration  9220: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.872198  (1.405733 s/it)
Iteration  9230: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.996111  (1.405115 s/it)
Iteration  9240: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.612575  (1.405402 s/it)
Iteration  9250: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.548035  (1.405345 s/it)
Iteration  9260: accuracy_at_1 = 59.38%; accuracy_at_5 = 89.06%; loss = 1.349529  (1.405487 s/it)
Iteration  9270: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.577705  (1.405771 s/it)
Iteration  9280: accuracy_at_1 = 64.06%; accuracy_at_5 = 82.81%; loss = 1.474293  (1.404752 s/it)
Iteration  9290: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.735973  (1.405067 s/it)
Iteration  9300: accuracy_at_1 = 56.25%; accuracy_at_5 = 78.12%; loss = 1.727044  (1.405583 s/it)
Iteration  9310: accuracy_at_1 = 60.94%; accuracy_at_5 = 90.62%; loss = 1.464602  (1.406920 s/it)
Iteration  9320: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.679232  (1.404565 s/it)
Iteration  9330: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.548176  (1.405595 s/it)
Iteration  9340: accuracy_at_1 = 64.06%; accuracy_at_5 = 90.62%; loss = 1.364741  (1.406036 s/it)
Iteration  9350: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.546533  (1.404855 s/it)
Iteration  9360: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.655788  (1.404375 s/it)
Iteration  9370: accuracy_at_1 = 64.06%; accuracy_at_5 = 84.38%; loss = 1.475774  (1.405288 s/it)
Iteration  9380: accuracy_at_1 = 64.06%; accuracy_at_5 = 82.81%; loss = 1.459535  (1.406107 s/it)
Iteration  9390: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.629415  (1.404215 s/it)
Iteration  9400: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.570673  (1.405582 s/it)
Iteration  9410: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.550068  (1.406097 s/it)
Iteration  9420: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.738223  (1.404485 s/it)
Iteration  9430: accuracy_at_1 = 64.06%; accuracy_at_5 = 89.06%; loss = 1.289746  (1.404420 s/it)
Iteration  9440: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.663363  (1.405060 s/it)
Iteration  9450: accuracy_at_1 = 68.75%; accuracy_at_5 = 87.50%; loss = 1.430101  (1.405019 s/it)
Iteration  9460: accuracy_at_1 = 51.56%; accuracy_at_5 = 75.00%; loss = 1.918395  (1.405315 s/it)
Iteration  9470: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.993878  (1.404790 s/it)
Iteration  9480: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.818389  (1.404552 s/it)
Iteration  9490: accuracy_at_1 = 71.88%; accuracy_at_5 = 89.06%; loss = 1.205182  (1.404714 s/it)
Iteration  9500: accuracy_at_1 = 67.19%; accuracy_at_5 = 89.06%; loss = 1.215611  (1.406615 s/it)
Iteration  9510: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.463764  (1.405086 s/it)
Iteration  9520: accuracy_at_1 = 62.50%; accuracy_at_5 = 92.19%; loss = 1.228674  (1.405215 s/it)
Iteration  9530: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.470706  (1.405248 s/it)
Iteration  9540: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.719648  (1.404912 s/it)
Iteration  9550: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.603068  (1.404551 s/it)
Iteration  9560: accuracy_at_1 = 42.19%; accuracy_at_5 = 85.94%; loss = 1.673311  (1.405426 s/it)
Iteration  9570: accuracy_at_1 = 64.06%; accuracy_at_5 = 90.62%; loss = 1.396746  (1.405470 s/it)
Iteration  9580: accuracy_at_1 = 57.81%; accuracy_at_5 = 85.94%; loss = 1.497917  (1.405106 s/it)
Iteration  9590: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.516228  (1.405117 s/it)
Iteration  9600: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.644442  (1.405727 s/it)
Iteration  9610: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.488383  (1.405055 s/it)
Iteration  9620: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.765023  (1.404945 s/it)
Iteration  9630: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.580451  (1.405248 s/it)
Iteration  9640: accuracy_at_1 = 59.38%; accuracy_at_5 = 82.81%; loss = 1.502467  (1.404950 s/it)
Iteration  9650: accuracy_at_1 = 57.81%; accuracy_at_5 = 89.06%; loss = 1.323046  (1.405045 s/it)
Iteration  9660: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.720054  (1.405419 s/it)
Iteration  9670: accuracy_at_1 = 73.44%; accuracy_at_5 = 92.19%; loss = 1.122457  (1.404882 s/it)
Iteration  9680: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.697815  (1.405587 s/it)
Iteration  9690: accuracy_at_1 = 54.69%; accuracy_at_5 = 76.56%; loss = 1.707136  (1.405986 s/it)
Iteration  9700: accuracy_at_1 = 60.94%; accuracy_at_5 = 89.06%; loss = 1.395997  (1.405141 s/it)
Iteration  9710: accuracy_at_1 = 50.00%; accuracy_at_5 = 89.06%; loss = 1.542367  (1.404885 s/it)
Iteration  9720: accuracy_at_1 = 60.94%; accuracy_at_5 = 79.69%; loss = 1.550527  (1.405436 s/it)
Iteration  9730: accuracy_at_1 = 62.50%; accuracy_at_5 = 90.62%; loss = 1.331156  (1.405111 s/it)
Iteration  9740: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.648004  (1.405824 s/it)
Iteration  9750: accuracy_at_1 = 60.94%; accuracy_at_5 = 85.94%; loss = 1.469163  (1.405699 s/it)
Iteration  9760: accuracy_at_1 = 51.56%; accuracy_at_5 = 87.50%; loss = 1.394148  (1.405015 s/it)
Iteration  9770: accuracy_at_1 = 53.12%; accuracy_at_5 = 85.94%; loss = 1.468173  (1.405481 s/it)
Iteration  9780: accuracy_at_1 = 57.81%; accuracy_at_5 = 89.06%; loss = 1.358490  (1.405998 s/it)
Iteration  9790: accuracy_at_1 = 62.50%; accuracy_at_5 = 84.38%; loss = 1.374243  (1.406716 s/it)
Iteration  9800: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.619561  (1.405092 s/it)
Iteration  9810: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.867668  (1.405438 s/it)
Iteration  9820: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.912003  (1.406423 s/it)
Iteration  9830: accuracy_at_1 = 64.06%; accuracy_at_5 = 81.25%; loss = 1.482127  (1.405087 s/it)
Iteration  9840: accuracy_at_1 = 62.50%; accuracy_at_5 = 89.06%; loss = 1.228432  (1.405524 s/it)
Iteration  9850: accuracy_at_1 = 59.38%; accuracy_at_5 = 92.19%; loss = 1.208337  (1.406268 s/it)
Iteration  9860: accuracy_at_1 = 67.19%; accuracy_at_5 = 89.06%; loss = 1.183103  (1.404924 s/it)
Iteration  9870: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.648645  (1.405070 s/it)
Iteration  9880: accuracy_at_1 = 50.00%; accuracy_at_5 = 85.94%; loss = 1.535210  (1.406106 s/it)
Iteration  9890: accuracy_at_1 = 67.19%; accuracy_at_5 = 85.94%; loss = 1.314136  (1.405936 s/it)
Iteration  9900: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.588986  (1.405512 s/it)
Iteration  9910: accuracy_at_1 = 50.00%; accuracy_at_5 = 87.50%; loss = 1.610708  (1.405766 s/it)
Iteration  9920: accuracy_at_1 = 51.56%; accuracy_at_5 = 73.44%; loss = 1.883190  (1.406451 s/it)
Iteration  9930: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.517226  (1.405796 s/it)
Iteration  9940: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.666779  (1.405709 s/it)
Iteration  9950: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.720024  (1.406166 s/it)
Iteration  9960: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.650855  (1.405745 s/it)
Iteration  9970: accuracy_at_1 = 60.94%; accuracy_at_5 = 85.94%; loss = 1.430867  (1.405176 s/it)
Iteration  9980: accuracy_at_1 = 48.44%; accuracy_at_5 = 84.38%; loss = 1.654233  (1.407539 s/it)
Iteration  9990: accuracy_at_1 = 60.94%; accuracy_at_5 = 84.38%; loss = 1.549882  (1.405052 s/it)
Iteration 10000: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.971822  (1.434716 s/it)
Iteration 10010: accuracy_at_1 = 40.62%; accuracy_at_5 = 76.56%; loss = 1.955578  (1.405505 s/it)
Iteration 10020: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.772095  (1.404353 s/it)
Iteration 10030: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.918374  (1.404452 s/it)
